,A,aug,sep,oct,s_bar,sq1,sq2,sq3,num,final
2408,23971,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2409,23972,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2410,23973,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2411,23974,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2412,23975,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2413,23976,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2414,23977,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2415,23978,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2416,23979,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2417,23980,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2418,23981,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2419,23982,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2420,23983,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2421,23984,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2422,23985,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2423,23986,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2424,23987,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2425,23988,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2426,23989,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2427,23990,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2428,23991,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2429,23992,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2430,23993,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2431,23994,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2432,23995,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2433,23996,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2434,23997,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2435,23998,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2436,23999,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2437,24000,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2438,24001,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2439,24002,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2440,24003,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2441,24004,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2442,24005,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2443,24006,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2444,24007,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2445,24008,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2446,24009,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2447,24010,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2448,24011,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2449,24012,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2450,24013,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2451,24014,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2452,24015,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2453,24016,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2454,24017,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2455,24018,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2456,24019,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2457,24020,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2458,24021,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2459,24022,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2460,24023,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2461,24024,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2462,24025,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2463,24026,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2464,24027,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2465,24028,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2466,24029,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2467,24030,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2468,24031,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2469,24032,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2470,24033,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2471,24034,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2472,24035,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2473,24036,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2474,24037,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2475,24038,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2476,24039,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2477,24040,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2478,24041,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2479,24042,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2480,24043,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2481,24044,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2482,24045,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2483,24046,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2484,24047,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2485,24048,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2486,24049,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2487,24050,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2488,24051,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2489,24052,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2490,24053,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2491,24054,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2492,24055,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2493,24056,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2494,24057,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2495,24058,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2496,24059,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2497,24060,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2498,24061,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2499,24062,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2500,24063,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2501,24064,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2502,24065,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2503,24066,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2504,24067,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2505,24068,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2506,24069,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2507,24070,0.217322011273649,0,0.151495854335375,0.122939288536341,0.00890809835130749,0.0151140686658218,0.000815477450234539,0.00827921482245461,0.0673439298455614
2508,24071,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2509,24072,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2510,24073,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2511,24074,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2512,24075,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2513,24076,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2514,24077,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2515,24078,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2516,24079,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2517,24080,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2518,24081,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2519,24082,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2520,24083,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2521,24084,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2522,24085,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2523,24086,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2524,24087,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2525,24088,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2526,24089,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2527,24090,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2528,24091,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2529,24092,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2530,24093,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2531,24094,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2532,24095,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2533,24096,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2534,24097,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2535,24098,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2536,24099,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2537,24100,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2538,24101,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2539,24102,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2540,24103,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2541,24104,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2542,24105,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2543,24106,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2544,24107,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2545,24108,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2546,24109,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2547,24110,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2548,24111,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2549,24112,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2550,24113,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2551,24114,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2552,24115,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2553,24116,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2554,24117,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2555,24118,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2556,24119,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2557,24120,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2558,24121,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2559,24122,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2560,24123,0.458146007804834,0,0,0.152715335934945,0.093287895318892,0.023321973829723,0.023321973829723,0.046643947659446,0.305430671869889
2561,24124,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2562,24125,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2563,24126,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2564,24127,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2565,24128,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2566,24129,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2567,24130,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2568,24131,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2569,24132,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2570,24133,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2571,24134,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2572,24135,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2573,24136,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2574,24137,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2575,24138,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2576,24139,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2577,24140,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2578,24141,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2579,24142,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2580,24143,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2581,24144,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2582,24145,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2583,24146,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2584,24147,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2585,24148,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2586,24149,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2587,24150,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2588,24151,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2589,24152,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2590,24153,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2591,24154,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2592,24155,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2593,24156,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2594,24157,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2595,24158,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2596,24159,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
2597,24160,0.217322011273649,0,0,0.0724406704245497,0.0209906029262329,0.00524765073155823,0.00524765073155823,0.0104953014631164,0.144881340849099
